Date,AirPort,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressurehPa,Mean Sea Level PressurehPa,Min Sea Level PressurehPa,Max VisibilityKm,Mean VisibilityKm,Min VisibilitykM,Max Wind SpeedKm/h,Mean Wind SpeedKm/h,Max Gust SpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees
2012-06-04,ATL,27,23,19,19,18,17,93,77,60,1013,1011,1009,16,15,6,26,14,39.0,6.10,7,Rain-Thunderstorm,284
2012-06-05,ATL,24,22,20,19,18,17,93,79,64,1010,1009,1006,16,15,10,24,12,29.0,0.76,6,Rain,69
2012-06-06,ATL,27,23,18,17,15,12,87,65,42,1014,1011,1009,16,16,16,23,11,32.0,0.00,5,,85
2012-06-07,ATL,29,23,18,16,15,12,87,65,42,1017,1016,1014,16,16,16,23,11,27.0,0.00,5,,96
2012-06-08,ATL,29,24,19,17,14,12,81,59,37,1018,1016,1015,16,16,16,21,8,35.0,0.00,5,,136
2012-06-09,ATL,30,24,19,16,13,10,73,53,33,1018,1016,1015,16,16,16,27,14,37.0,0.00,6,,137
2012-06-10,ATL,24,22,19,22,20,15,97,83,68,1019,1017,1015,16,8,0,24,12,34.0,24.38,8,Rain-Thunderstorm,113
2012-06-11,ATL,27,23,20,22,21,19,93,84,74,1019,1017,1016,16,11,2,26,12,34.0,2.29,7,Rain,205
2012-06-12,ATL,30,26,21,22,19,17,97,73,48,1017,1014,1012,16,14,10,29,13,42.0,0.00,5,,281
2012-06-13,ATL,32,26,20,20,18,16,87,63,38,1016,1014,1012,16,12,1,64,9,89.0,21.34,5,Rain-Thunderstorm,332
2012-06-14,ATL,29,26,22,22,20,18,87,71,55,1020,1016,1014,16,16,11,32,15,35.0,0.00,6,Thunderstorm,77
2012-06-15,ATL,29,25,21,18,17,16,79,65,51,1022,1020,1017,16,16,16,27,15,32.0,T,5,,89
2012-06-16,ATL,28,23,17,16,14,14,81,63,45,1024,1022,1019,16,16,14,26,13,35.0,0.00,2,,90
2012-06-17,ATL,29,24,18,14,12,9,73,51,29,1022,1019,1015,16,16,16,16,6,37.0,0.00,3,,143
2012-06-18,ATL,31,24,18,16,14,13,68,52,35,1019,1017,1016,16,16,16,19,6,26.0,0.00,2,,186
2012-06-19,ATL,31,26,19,17,14,13,78,56,34,1022,1020,1019,16,16,16,21,8,32.0,0.00,1,,137
2012-06-20,ATL,31,26,21,18,16,15,79,59,39,1022,1020,1018,16,16,16,26,8,35.0,0.00,3,,130
2012-06-21,ATL,32,26,21,18,17,16,78,58,38,1020,1017,1013,16,16,16,19,6,23.0,0.00,4,,171
2012-06-22,ATL,33,28,22,21,18,17,73,56,38,1015,1013,1010,16,16,14,24,6,27.0,0.51,4,Rain,230
2012-06-23,ATL,33,28,23,21,18,16,79,59,38,1015,1013,1011,16,16,16,29,7,39.0,0.00,4,,136
2012-06-24,ATL,34,29,23,22,19,18,82,65,47,1015,1013,1011,16,16,14,24,8,34.0,T,5,,139
2012-06-25,ATL,34,28,22,20,18,16,90,62,33,1012,1009,1005,16,16,16,27,15,39.0,0.00,5,,82
2012-06-26,ATL,32,28,23,20,15,9,79,53,26,1010,1007,1006,16,16,16,40,20,50.0,0.00,1,,66
2012-06-27,ATL,32,25,18,13,11,9,67,46,24,1016,1014,1011,16,16,16,26,9,34.0,0.00,0,,53
2012-06-28,ATL,37,29,21,18,15,12,66,47,27,1019,1016,1015,16,16,16,23,9,32.0,0.00,0,,265
2012-06-29,ATL,40,32,23,19,16,11,79,49,18,1016,1013,1010,16,16,11,32,13,39.0,0.00,0,,292
2012-06-30,ATL,41,33,24,19,17,14,69,45,21,1013,1011,1010,16,16,13,19,11,26.0,0.00,2,,294
2012-07-01,ATL,41,33,26,20,18,16,62,43,23,1016,1014,1012,16,13,11,45,14,52.0,0.00,5,,289
2012-07-02,ATL,34,28,22,19,18,17,73,57,41,1020,1018,1015,16,16,16,32,14,42.0,T,6,,264
2012-07-03,ATL,37,29,22,21,19,15,87,58,28,1018,1016,1013,16,14,1,42,11,53.0,41.15,5,Rain-Thunderstorm,306
2012-07-04,ATL,37,29,21,21,19,17,84,60,36,1018,1016,1014,16,15,3,50,8,64.0,2.03,5,Rain-Thunderstorm,248
2012-07-05,ATL,38,31,23,21,18,16,79,54,29,1017,1015,1012,16,16,11,34,12,42.0,0.00,3,,316
2012-07-06,ATL,37,31,24,21,18,14,69,48,27,1016,1014,1012,16,16,16,40,9,53.0,0.00,5,Rain-Thunderstorm,352
2012-07-07,ATL,34,29,23,22,21,19,87,66,44,1018,1016,1015,16,16,10,24,10,29.0,0.00,3,,219
2012-07-08,ATL,35,30,24,22,20,18,82,61,39,1019,1016,1013,16,16,16,26,14,37.0,0.00,1,,244
2012-07-09,ATL,36,31,24,23,20,17,62,49,35,1016,1014,1011,16,16,11,53,14,77.0,0.25,4,Rain-Thunderstorm,293
2012-07-10,ATL,35,28,22,21,19,17,90,63,36,1018,1015,1012,16,15,1,45,10,56.0,11.18,5,Rain-Thunderstorm,303
2012-07-11,ATL,32,27,22,21,20,16,93,66,38,1019,1017,1015,16,14,2,48,9,53.0,6.86,6,Rain-Thunderstorm,217
2012-07-12,ATL,29,26,22,22,21,19,93,76,58,1020,1018,1016,16,13,2,23,11,29.0,8.13,7,Rain,116
2012-07-13,ATL,32,27,22,23,21,21,93,74,55,1021,1019,1017,16,11,2,47,12,60.0,2.54,7,Rain-Thunderstorm,121
2012-07-14,ATL,32,28,23,22,21,19,93,70,47,1023,1020,1018,16,14,10,27,11,40.0,T,6,Thunderstorm,136
2012-07-15,ATL,32,28,23,22,21,17,93,67,41,1024,1021,1018,16,16,11,23,8,29.0,0.00,4,,137
2012-07-16,ATL,33,28,23,24,21,19,85,66,47,1019,1017,1015,16,16,8,39,5,52.0,5.08,5,Rain-Thunderstorm,253
2012-07-17,ATL,34,28,22,23,22,19,94,73,52,1017,1015,1014,16,16,10,27,8,35.0,0.25,6,Rain-Thunderstorm,264
2012-07-18,ATL,34,28,21,22,21,18,90,73,55,1018,1016,1014,16,16,14,47,10,56.0,1.02,6,Rain-Thunderstorm,284
2012-07-19,ATL,33,27,22,22,21,19,93,70,47,1019,1017,1015,16,16,13,21,11,27.0,0.00,4,,242
2012-07-20,ATL,29,26,23,22,22,21,87,78,69,1018,1016,1015,16,14,8,24,11,47.0,0.00,6,,232
2012-07-21,ATL,32,28,24,24,22,20,88,69,50,1019,1017,1015,16,14,10,27,11,37.0,1.27,7,Rain-Thunderstorm,235
2012-07-22,ATL,35,29,23,23,21,18,87,64,41,1023,1021,1019,16,16,16,16,5,34.0,0.00,3,,243
2012-07-23,ATL,36,29,23,22,20,18,87,61,35,1023,1021,1018,16,16,16,35,8,42.0,0.00,3,Thunderstorm,229
2012-07-24,ATL,36,31,24,22,21,19,82,60,38,1019,1017,1014,16,16,16,29,13,39.0,0.00,1,,297
2012-07-25,ATL,37,31,24,22,21,19,82,60,38,1016,1014,1013,16,16,16,27,12,35.0,0.00,3,,303
2012-07-26,ATL,37,31,25,22,21,19,74,56,38,1015,1013,1012,16,16,14,40,13,56.0,T,2,Rain-Thunderstorm,282
2012-07-27,ATL,36,31,24,23,21,18,82,61,39,1016,1014,1013,16,16,11,34,11,42.0,0.76,6,Rain-Thunderstorm,263
2012-07-28,ATL,36,29,23,22,20,17,87,62,36,1018,1016,1014,16,16,16,26,12,35.0,0.00,4,,302
2012-07-29,ATL,34,29,24,22,18,13,87,58,28,1017,1015,1014,16,16,16,29,13,39.0,3.05,4,,330
2012-07-30,ATL,36,29,22,19,16,13,79,54,28,1015,1014,1012,16,16,16,26,10,39.0,0.00,3,,327
2012-07-31,ATL,31,27,23,23,21,18,76,66,55,1015,1013,1011,16,16,13,21,11,27.0,6.10,7,Rain-Thunderstorm,264
2012-08-01,ATL,34,28,22,23,22,21,100,75,49,1015,1014,1011,16,10,0,19,8,24.0,0.00,5,Fog,286
2012-08-02,ATL,37,31,23,22,20,17,82,58,33,1014,1012,1010,16,16,14,39,12,50.0,T,5,Rain-Thunderstorm,263
2012-08-03,ATL,34,28,22,22,20,19,93,67,41,1018,1015,1012,16,14,4,27,9,39.0,22.86,6,Rain-Thunderstorm,223
2012-08-04,ATL,31,27,23,23,22,21,93,74,55,1021,1019,1016,16,13,6,23,9,29.0,0.00,7,,109
2012-08-05,ATL,32,28,23,22,21,19,93,70,47,1024,1021,1019,16,16,14,32,12,40.0,T,5,,99
2012-08-06,ATL,30,27,23,22,22,21,93,77,61,1021,1019,1015,16,14,4,23,10,32.0,1.27,7,Rain,127
2012-08-07,ATL,29,27,24,22,22,21,87,74,61,1018,1016,1014,16,15,10,19,6,24.0,T,7,,151
2012-08-08,ATL,33,28,22,22,21,19,93,70,47,1018,1015,1013,16,15,5,24,6,32.0,0.00,4,Thunderstorm,234
2012-08-09,ATL,31,27,22,22,21,18,93,76,59,1015,1013,1011,16,15,4,37,7,47.0,3.81,7,Rain-Thunderstorm,173
2012-08-10,ATL,31,26,22,22,21,19,93,76,59,1013,1012,1010,16,15,10,26,12,45.0,T,7,,226
2012-08-11,ATL,29,26,21,22,19,14,93,71,48,1015,1012,1010,16,15,10,24,11,29.0,0.51,6,Rain,305
2012-08-12,ATL,31,24,17,15,13,7,84,53,22,1017,1016,1014,16,16,16,23,13,35.0,0.00,1,,317
2012-08-13,ATL,33,25,17,21,17,13,93,64,34,1018,1016,1015,16,14,1,42,7,53.0,9.40,5,Rain-Thunderstorm,318
2012-08-14,ATL,31,26,21,21,21,19,93,74,55,1017,1014,1012,16,14,10,35,9,40.0,5.33,5,Rain-Thunderstorm,235
2012-08-15,ATL,29,26,22,21,20,17,93,71,48,1017,1015,1013,16,12,1,21,9,26.0,0.00,6,,268
2012-08-16,ATL,33,27,22,21,18,15,84,61,37,1017,1016,1013,16,15,11,21,7,29.0,0.00,4,,314
2012-08-17,ATL,31,27,22,21,19,17,93,69,45,1016,1014,1012,16,15,11,26,13,34.0,0.00,4,,303
2012-08-18,ATL,31,26,21,21,19,18,90,71,51,1016,1013,1011,16,15,3,34,9,47.0,2.03,6,Rain-Thunderstorm,283
2012-08-19,ATL,29,25,21,20,19,18,97,78,58,1013,1012,1010,16,12,1,40,7,48.0,6.86,7,Fog-Rain,252
2012-08-20,ATL,29,24,19,20,16,12,97,67,37,1014,1013,1012,16,13,2,21,9,35.0,0.00,6,,314
2012-08-21,ATL,31,25,18,18,15,11,81,56,31,1017,1015,1014,16,16,16,24,8,32.0,0.00,4,,345
2012-08-22,ATL,29,24,20,19,17,14,84,70,55,1020,1018,1016,16,14,1,39,6,53.0,21.84,5,Rain-Thunderstorm,91
2012-08-23,ATL,31,26,21,21,18,14,84,61,37,1022,1019,1017,16,15,11,27,10,35.0,T,4,Rain-Thunderstorm,56
2012-08-24,ATL,30,26,21,20,18,15,90,67,43,1021,1019,1017,16,16,16,19,8,27.0,0.00,4,,104
2012-08-25,ATL,29,24,19,19,17,16,87,66,44,1021,1020,1018,16,16,11,16,7,26.0,T,3,Rain,137
2012-08-26,ATL,32,26,20,18,17,16,79,60,40,1022,1019,1017,16,16,16,21,7,35.0,0.00,1,,79
2012-08-27,ATL,32,27,21,21,17,14,79,57,34,1020,1017,1014,16,16,16,34,18,48.0,0.00,3,,81
2012-08-28,ATL,27,25,23,23,22,21,94,85,76,1017,1015,1013,16,11,1,26,16,47.0,24.89,7,Rain,79
2012-08-29,ATL,30,27,23,23,22,21,93,75,57,1017,1015,1013,16,14,2,16,8,24.0,0.00,7,,129
2012-08-30,ATL,27,25,23,22,22,21,93,81,69,1021,1018,1014,16,15,11,26,12,32.0,T,8,Rain,141
2012-08-31,ATL,32,27,23,23,22,20,93,73,53,1024,1022,1020,16,15,11,13,6,24.0,0.00,7,,147
2012-09-01,ATL,33,28,23,22,21,19,93,70,47,1024,1020,1017,16,16,16,21,9,27.0,0.00,4,,258
2012-09-02,ATL,32,27,23,22,21,20,87,70,53,1019,1016,1013,16,16,16,26,11,37.0,0.00,4,,233
2012-09-03,ATL,29,26,23,22,21,19,93,76,58,1016,1014,1013,16,15,10,26,13,37.0,T,6,,216
2012-09-04,ATL,25,24,22,22,21,21,93,90,87,1015,1013,1012,16,13,5,26,10,47.0,2.54,7,Rain,198
2012-09-05,ATL,29,26,22,22,21,20,93,77,61,1016,1014,1012,16,14,10,16,8,19.0,0.00,6,,191
2012-09-06,ATL,29,26,23,22,22,21,93,79,65,1017,1014,1013,16,15,8,21,8,26.0,0.25,7,Rain,241
2012-09-07,ATL,33,28,22,22,20,17,93,67,41,1015,1013,1010,16,16,13,19,7,26.0,0.00,1,,270
2012-09-08,ATL,31,25,18,22,20,16,93,74,55,1012,1010,1008,16,16,16,45,15,56.0,0.25,5,Rain,274
2012-09-09,ATL,28,22,15,16,13,9,90,61,31,1016,1013,1011,16,16,16,26,14,40.0,0.00,2,,332
2012-09-10,ATL,29,23,16,13,12,11,78,56,34,1020,1018,1016,16,16,16,16,8,27.0,0.00,3,,102
2012-09-11,ATL,28,23,18,14,12,10,68,51,34,1024,1022,1020,16,16,14,24,9,34.0,0.00,5,,122
2012-09-12,ATL,27,22,16,14,13,11,84,60,36,1027,1025,1023,16,16,16,27,12,32.0,0.00,5,,100
2012-09-13,ATL,27,22,17,18,13,11,73,56,39,1026,1024,1022,16,16,14,24,12,32.0,1.27,6,Rain,94
2012-09-14,ATL,28,24,19,19,16,14,93,69,45,1025,1023,1021,16,14,3,21,11,27.0,2.54,7,Rain,54
2012-09-15,ATL,31,26,20,17,16,14,78,59,40,1023,1021,1019,16,16,16,13,5,24.0,0.00,6,,349
2012-09-16,ATL,30,26,21,20,17,16,90,69,47,1020,1018,1016,16,15,8,19,6,27.0,2.54,6,Rain-Thunderstorm,214
2012-09-17,ATL,28,24,21,22,20,19,93,79,65,1017,1013,1009,16,14,3,27,12,37.0,4.32,7,Rain-Thunderstorm,146
2012-09-18,ATL,26,22,17,21,19,13,93,76,58,1014,1008,1006,16,14,2,39,18,48.0,4.06,7,Rain-Thunderstorm,270
2012-09-19,ATL,27,20,12,14,12,11,93,65,36,1018,1016,1013,16,16,16,26,9,37.0,0.00,1,,325
2012-09-20,ATL,26,22,18,17,16,14,87,69,50,1021,1019,1017,16,15,13,21,8,26.0,0.00,5,,112
2012-09-21,ATL,29,24,18,18,17,13,100,70,40,1020,1018,1015,16,10,0,19,7,24.0,0.00,5,Fog,209
2012-09-22,ATL,31,24,17,17,16,11,87,62,37,1019,1016,1015,16,16,16,32,13,39.0,0.00,1,,270
2012-09-23,ATL,27,21,13,10,8,4,72,48,23,1022,1020,1018,16,16,16,34,14,45.0,0.00,0,,317
2012-09-24,ATL,26,18,10,7,4,3,66,45,23,1023,1021,1020,16,16,16,27,11,37.0,0.00,1,,40
2012-09-25,ATL,28,20,12,14,11,7,83,60,36,1023,1022,1021,16,16,16,14,8,27.0,0.00,3,,119
2012-09-26,ATL,30,23,16,14,12,10,78,55,32,1023,1022,1020,16,16,16,16,5,21.0,0.00,3,,150
2012-09-27,ATL,31,24,17,15,13,12,78,55,31,1023,1021,1019,16,16,16,16,5,42.0,0.00,3,,317
2012-09-28,ATL,30,25,19,19,17,16,79,64,48,1021,1018,1016,16,16,16,21,5,24.0,0.00,6,,253
2012-09-29,ATL,29,24,20,18,17,17,84,68,51,1017,1014,1012,16,16,16,21,6,26.0,0.00,7,Thunderstorm,312
2012-09-30,ATL,22,21,18,19,18,16,93,86,79,1013,1011,1008,16,9,2,14,8,23.0,17.02,7,Rain,105
2012-10-01,ATL,24,22,19,22,21,18,97,92,87,1008,1005,1003,16,8,0,29,15,40.0,40.89,8,Fog-Rain,160
2012-10-02,ATL,22,19,17,21,17,14,93,80,66,1016,1009,1004,16,16,10,34,12,47.0,0.25,6,,209
2012-10-03,ATL,23,19,15,16,14,13,97,77,57,1023,1019,1016,16,14,3,23,5,23.0,0.00,6,,278
2012-10-04,ATL,28,22,15,15,13,11,90,63,36,1025,1023,1022,16,16,11,19,7,24.0,0.00,2,,327
2012-10-05,ATL,28,22,15,14,13,11,84,59,34,1023,1020,1016,16,16,16,19,6,24.0,0.00,1,,319
2012-10-06,ATL,28,22,15,17,15,12,93,70,47,1017,1015,1013,16,16,14,27,12,35.0,T,3,,290
2012-10-07,ATL,20,16,12,12,9,6,86,69,52,1019,1017,1015,16,16,16,37,16,48.0,0.00,6,,319
2012-10-08,ATL,17,14,11,11,9,6,83,74,65,1021,1019,1017,16,16,16,21,11,24.0,0.00,8,,10
2012-10-09,ATL,21,16,11,11,9,8,89,68,47,1021,1020,1017,16,15,10,16,8,23.0,0.00,5,,108
2012-10-10,ATL,23,17,11,12,11,9,100,77,53,1022,1020,1019,16,13,3,34,12,39.0,0.00,3,,314
2012-10-11,ATL,24,17,11,12,9,6,93,63,33,1026,1024,1022,16,16,14,16,6,21.0,0.00,1,,321
2012-10-12,ATL,26,21,16,15,12,9,78,64,50,1026,1024,1022,16,16,16,34,13,42.0,0.00,6,,323
2012-10-13,ATL,24,20,16,15,12,11,84,64,43,1028,1025,1024,16,16,16,26,16,39.0,0.00,1,,87
2012-10-14,ATL,25,20,15,17,14,11,87,72,56,1025,1022,1016,16,16,16,21,12,29.0,0.00,7,,144
2012-10-15,ATL,25,19,13,18,14,6,93,65,36,1015,1013,1012,16,14,6,34,16,53.0,2.79,5,Rain-Thunderstorm,263
2012-10-16,ATL,23,17,9,8,6,2,86,56,25,1016,1014,1012,16,16,16,24,10,32.0,0.00,3,,324
2012-10-17,ATL,24,17,11,8,7,6,77,55,33,1014,1012,1010,16,16,16,26,9,34.0,0.00,3,,156
2012-10-18,ATL,23,19,14,16,14,8,90,73,56,1012,1010,1008,16,15,8,23,13,32.0,2.54,5,Rain,206
2012-10-19,ATL,23,17,11,8,2,-2,67,44,20,1010,1010,1008,16,16,14,35,14,48.0,0.00,0,,253
2012-10-20,ATL,22,15,8,8,6,3,72,54,36,1016,1013,1010,16,16,16,29,13,37.0,0.00,1,,299
2012-10-21,ATL,24,17,8,8,7,5,86,59,31,1022,1020,1016,16,16,16,16,6,24.0,0.00,1,,335
2012-10-22,ATL,26,18,11,11,8,7,77,54,30,1024,1022,1020,16,16,16,21,2,34.0,0.00,1,,170
2012-10-23,ATL,26,19,13,11,9,7,77,55,33,1023,1021,1019,16,16,11,16,4,21.0,0.00,3,,137
2012-10-24,ATL,26,19,13,14,11,9,77,58,39,1023,1020,1018,16,16,16,14,5,19.0,0.00,1,,112
2012-10-25,ATL,27,21,14,14,13,11,86,66,45,1020,1018,1017,16,16,16,23,12,29.0,0.00,2,,76
2012-10-26,ATL,27,22,17,16,14,12,90,68,45,1019,1015,1013,16,16,16,23,10,39.0,0.00,3,,65
2012-10-27,ATL,21,16,11,13,11,8,84,72,59,1012,1010,1008,16,15,10,35,20,45.0,0.00,7,,335
2012-10-28,ATL,13,11,8,8,6,2,83,72,61,1012,1010,1008,16,16,16,53,27,72.0,T,7,,321
2012-10-29,ATL,13,10,7,2,-1,-7,65,49,32,1012,1011,1008,16,16,16,50,32,72.0,0.00,2,,326
2012-10-30,ATL,13,9,5,-2,-5,-9,53,37,20,1010,1007,1006,16,16,16,52,28,71.0,0.00,5,,291
2012-10-31,ATL,18,12,4,-1,-3,-9,59,38,16,1013,1011,1010,16,16,16,37,17,52.0,0.00,2,,279
2012-11-01,ATL,18,11,3,-2,-6,-10,59,37,15,1016,1014,1013,16,16,16,34,15,42.0,0.00,0,,294
2012-11-02,ATL,25,17,8,8,3,-6,62,47,31,1017,1015,1013,16,16,16,32,13,40.0,0.00,3,,265
2012-11-03,ATL,27,18,9,11,7,3,71,52,33,1020,1017,1016,16,16,16,19,8,26.0,0.00,0,,276
2012-11-04,ATL,22,16,9,13,11,4,86,68,49,1017,1016,1015,16,16,14,32,15,39.0,T,4,Rain,286
2012-11-05,ATL,18,11,4,7,3,1,85,58,31,1019,1016,1014,16,16,14,23,8,26.0,0.25,4,Rain,11
2012-11-06,ATL,12,11,8,9,7,3,93,77,61,1015,1014,1012,16,11,3,39,13,50.0,31.75,8,Rain,86
2012-11-07,ATL,11,8,6,7,6,3,93,82,71,1017,1014,1012,16,13,4,34,11,40.0,2.29,6,Rain,306
2012-11-08,ATL,17,10,3,5,3,1,93,64,34,1023,1021,1017,16,13,4,23,14,26.0,0.00,1,,320
2012-11-09,ATL,21,12,4,4,2,-2,85,55,24,1026,1024,1022,16,16,14,14,6,19.0,0.00,1,,305
2012-11-10,ATL,21,13,6,6,3,1,76,51,26,1028,1026,1025,16,16,16,14,4,19.0,0.00,0,,152
2012-11-11,ATL,19,13,7,11,7,3,76,65,54,1030,1028,1026,16,16,16,19,9,26.0,0.00,4,,116
2012-11-12,ATL,21,15,9,16,13,7,100,84,68,1026,1024,1022,16,10,1,37,15,45.0,5.59,7,Rain,170
2012-11-13,ATL,14,8,2,5,0,-2,89,63,36,1027,1026,1024,16,16,16,32,17,39.0,0.00,2,,332
2012-11-14,ATL,11,8,5,5,1,-1,83,65,46,1029,1027,1025,16,15,8,37,19,47.0,2.03,7,Rain,76
2012-11-15,ATL,11,8,6,6,4,3,92,82,71,1027,1025,1024,16,12,2,26,11,32.0,T,7,,62
2012-11-16,ATL,16,11,4,5,3,2,92,67,42,1027,1026,1024,16,15,11,14,6,23.0,0.00,2,,71
2012-11-17,ATL,16,11,5,2,0,-3,76,56,35,1031,1028,1027,16,16,16,40,18,47.0,0.00,0,,65
2012-11-18,ATL,18,12,7,8,2,-4,71,57,42,1029,1028,1026,16,16,16,32,18,40.0,0.00,3,,62
2012-11-19,ATL,16,12,8,11,8,4,83,73,63,1027,1025,1022,16,13,3,24,11,29.0,T,6,,20
2012-11-20,ATL,21,16,11,11,7,4,96,66,35,1022,1020,1018,16,16,16,19,7,29.0,0.00,4,,314
2012-11-21,ATL,21,15,8,6,6,5,82,60,37,1022,1020,1019,16,16,16,19,9,27.0,0.00,2,,325
2012-11-22,ATL,20,14,7,5,3,0,77,54,30,1025,1023,1021,16,16,16,13,5,23.0,0.00,1,,90
2012-11-23,ATL,22,15,8,10,6,3,71,53,35,1022,1020,1017,16,16,16,39,14,53.0,0.00,4,,292
2012-11-24,ATL,11,7,2,2,-5,-8,70,49,27,1022,1021,1019,16,16,16,32,19,42.0,0.00,0,,321
2012-11-25,ATL,16,7,-1,-6,-8,-13,69,41,13,1023,1021,1019,16,16,16,19,7,23.0,0.00,0,,286
2012-11-26,ATL,19,11,2,-3,-5,-7,54,35,16,1024,1022,1020,16,16,16,16,5,23.0,0.00,2,,249
2012-11-27,ATL,14,11,8,13,8,-3,93,64,35,1024,1021,1020,16,13,4,29,12,37.0,0.51,8,Rain,270
2012-11-28,ATL,15,9,4,5,1,-5,86,60,33,1029,1026,1024,16,15,10,27,14,34.0,0.00,3,,330
2012-11-29,ATL,16,8,1,4,-1,-3,75,56,36,1031,1029,1027,16,16,16,16,6,26.0,0.00,1,,114
2012-11-30,ATL,18,12,6,8,4,-1,71,58,44,1029,1027,1025,16,16,13,19,5,23.0,0.00,6,,114
2012-12-01,ATL,20,14,8,11,8,7,93,69,45,1028,1027,1026,16,15,11,16,6,24.0,0.00,4,,113
2012-12-02,ATL,22,16,10,13,10,8,89,67,44,1029,1026,1025,16,16,11,21,4,29.0,0.00,4,,207
2012-12-03,ATL,23,16,9,12,9,8,86,65,44,1027,1025,1024,16,16,14,19,4,29.0,0.00,3,,183
2012-12-04,ATL,23,17,10,12,10,8,86,65,44,1027,1024,1023,16,16,16,21,5,27.0,0.00,4,,210
2012-12-05,ATL,21,17,13,13,12,10,86,74,61,1023,1022,1020,16,16,16,23,7,27.0,T,7,,289
2012-12-06,ATL,18,14,11,12,8,5,86,67,48,1022,1020,1019,16,16,16,29,18,39.0,0.00,7,,74
2012-12-07,ATL,18,13,8,9,7,5,86,71,56,1020,1018,1015,16,16,11,24,10,29.0,0.00,6,,102
2012-12-08,ATL,21,17,12,16,12,9,97,79,61,1017,1016,1015,16,14,6,14,3,21.0,1.52,7,Rain,165
2012-12-09,ATL,22,18,14,16,14,11,100,79,57,1019,1017,1014,16,11,0,23,9,27.0,0.00,7,,200
2012-12-10,ATL,20,15,10,15,14,8,97,85,73,1014,1009,1007,16,14,2,37,17,47.0,21.59,8,Rain-Thunderstorm,232
2012-12-11,ATL,10,6,2,8,1,-2,86,74,62,1021,1016,1010,16,16,11,32,19,40.0,0.00,6,,319
2012-12-12,ATL,11,7,3,4,2,-1,82,71,59,1024,1022,1021,16,16,13,27,15,39.0,T,7,,32
2012-12-13,ATL,14,9,5,3,2,1,82,65,47,1028,1026,1024,16,16,16,29,10,35.0,0.00,3,,67
2012-12-14,ATL,15,9,3,3,2,-1,85,63,40,1029,1026,1023,16,16,16,21,7,24.0,0.00,3,,87
2012-12-15,ATL,16,11,7,6,4,3,76,64,51,1024,1021,1019,16,16,16,16,7,21.0,0.00,7,,120
2012-12-16,ATL,14,13,11,13,11,6,93,80,66,1017,1015,1013,16,9,0,23,6,27.0,28.96,8,Rain,117
2012-12-17,ATL,14,13,12,13,12,11,100,93,86,1012,1009,1007,16,13,3,27,12,37.0,4.57,7,Fog-Rain,205
2012-12-18,ATL,16,12,7,12,4,-3,96,62,27,1016,1012,1008,16,16,16,29,13,42.0,0.00,2,,275
2012-12-19,ATL,20,13,5,7,4,0,79,61,42,1020,1018,1016,16,16,16,16,7,24.0,0.00,3,,213
2012-12-20,ATL,16,11,6,14,7,-3,93,73,53,1017,1010,1005,16,13,2,48,20,63.0,12.95,7,Rain,199
2012-12-21,ATL,8,4,1,-2,-8,-10,60,46,31,1021,1017,1013,16,16,16,52,33,64.0,0.00,1,,292
2012-12-22,ATL,11,6,-1,-9,-11,-12,47,33,19,1026,1024,1021,16,16,16,39,21,48.0,0.00,0,,301
2012-12-23,ATL,14,8,2,0,-4,-9,54,43,32,1023,1021,1018,16,16,16,23,9,27.0,T,7,,246
2012-12-24,ATL,16,12,8,12,9,-1,100,77,53,1017,1013,1011,16,10,0,35,12,40.0,19.05,7,Fog-Rain-Thunderstorm,198
2012-12-25,ATL,12,11,9,11,10,9,100,95,89,1016,1013,1006,11,2,0,35,12,47.0,28.96,8,Fog-Rain-Thunderstorm,98
2012-12-26,ATL,15,9,2,13,5,-2,96,80,62,1016,1004,999,16,14,3,45,27,61.0,16.00,7,Rain-Thunderstorm,225
2012-12-27,ATL,6,3,0,-1,-2,-3,75,66,57,1019,1018,1015,16,16,16,40,20,53.0,0.00,7,,312
2012-12-28,ATL,10,5,-1,4,-1,-3,85,64,42,1021,1017,1012,16,15,5,24,10,29.0,7.37,7,Rain,82
2012-12-29,ATL,6,4,1,4,2,-3,93,82,70,1024,1014,1008,16,11,1,40,23,53.0,9.65,8,Rain,304
2012-12-30,ATL,8,4,-1,-3,-6,-7,75,55,34,1031,1028,1023,16,16,16,37,16,50.0,0.00,2,,327
2012-12-31,ATL,12,6,-1,2,-3,-6,75,55,35,1029,1026,1021,16,16,16,21,6,24.0,0.00,7,,212
2012-01-01,ORD,7,3,-2,2,-3,-9,85,71,56,1018,1010,1000,16,15,3,53,31,76.0,1.02,7,Rain-Snow,273
2012-01-02,ORD,-2,-4,-8,-8,-12,-15,77,64,50,1030,1022,1018,16,11,3,47,29,60.0,0.25,7,Snow,315
2012-01-03,ORD,-3,-7,-11,-10,-14,-16,70,54,38,1031,1026,1017,16,16,16,37,17,45.0,0.00,4,,244
2012-01-04,ORD,5,1,-4,-4,-7,-9,69,57,44,1018,1016,1013,16,16,16,27,13,34.0,0.00,4,,261
2012-01-05,ORD,9,2,-5,-1,-3,-7,81,66,50,1017,1012,1006,16,16,16,24,13,37.0,0.00,3,,230
